year,month,day,season_name,hour_24h,beehive_temperature_c,beehive_humidity_percent,beehive_weight_kg,beehive_sound_db,beehive_activity_0_10,co2_ppm,voc_level,pollen_level,latitude,longitude,beehive_sun_exposure
2024,November,26,spring,00:00,11.9,107,54.78,41,1,50,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,01:00,11.5,108,54.78,40,1,45,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,02:00,11.0,109,54.79,40,1,40,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,03:00,10.5,110,54.79,40,1,35,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,04:00,10.0,111,54.80,40,1,30,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,05:00,9.5,112,54.80,41,1,25,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,06:00,10.3,110,54.81,43,2,35,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,07:00,11.7,107,54.82,48,3,50,Low,Medium,-35.0497,-58.4278,Sun
2024,November,26,spring,08:00,14.0,103,54.83,55,5,75,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,26,spring,09:00,16.3,98,54.85,62,7,105,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,26,spring,10:00,18.0,93,54.87,68,8,135,Medium,High,-35.0497,-58.4278,Sun
2024,November,26,spring,11:00,19.6,89,54.89,72,9,160,High,High,-35.0497,-58.4278,Sun
2024,November,26,spring,12:00,20.5,87,54.91,75,9,175,High,High,-35.0497,-58.4278,Sun
2024,November,26,spring,13:00,21.0,85,54.93,74,9,185,High,High,-35.0497,-58.4278,Sun
2024,November,26,spring,14:00,20.7,86,54.95,73,9,180,High,High,-35.0497,-58.4278,Sun
2024,November,26,spring,15:00,20.0,88,54.96,70,8,165,High,Medium,-35.0497,-58.4278,Sun
2024,November,26,spring,16:00,18.5,91,54.97,65,7,140,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,26,spring,17:00,16.7,95,54.98,58,6,115,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,26,spring,18:00,15.0,99,54.99,52,4,85,Medium,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,19:00,13.5,102,55.00,48,3,65,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,20:00,12.7,104,55.01,45,2,55,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,21:00,12.3,105,55.01,43,1,50,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,22:00,12.1,106,55.02,42,1,45,Low,Low,-35.0497,-58.4278,Sun
2024,November,26,spring,23:00,12.0,107,55.02,41,1,40,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,00:00,11.8,108,55.03,41,1,35,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,01:00,11.4,109,55.03,40,1,30,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,02:00,10.9,110,55.04,40,1,25,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,03:00,10.4,111,55.04,40,1,20,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,04:00,9.9,112,55.05,40,1,15,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,05:00,9.4,113,55.05,41,1,10,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,06:00,10.2,111,55.06,43,2,20,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,07:00,11.6,108,55.07,48,3,35,Low,Medium,-35.0497,-58.4278,Sun
2024,November,27,spring,08:00,13.9,104,55.08,55,5,60,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,27,spring,09:00,16.2,99,55.10,62,7,90,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,27,spring,10:00,17.9,94,55.12,68,8,120,Medium,High,-35.0497,-58.4278,Sun
2024,November,27,spring,11:00,19.5,90,55.14,72,9,145,High,High,-35.0497,-58.4278,Sun
2024,November,27,spring,12:00,20.4,88,55.16,75,9,160,High,High,-35.0497,-58.4278,Sun
2024,November,27,spring,13:00,20.9,86,55.18,74,9,170,High,High,-35.0497,-58.4278,Sun
2024,November,27,spring,14:00,20.6,87,55.20,73,9,165,High,High,-35.0497,-58.4278,Sun
2024,November,27,spring,15:00,19.9,89,55.21,70,8,150,High,Medium,-35.0497,-58.4278,Sun
2024,November,27,spring,16:00,18.4,92,55.22,65,7,125,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,27,spring,17:00,16.6,96,55.23,58,6,100,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,27,spring,18:00,14.9,100,55.24,52,4,70,Medium,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,19:00,13.4,103,55.25,48,3,50,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,20:00,12.6,105,55.26,45,2,40,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,21:00,12.2,106,55.26,43,1,35,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,22:00,12.0,107,55.27,42,1,30,Low,Low,-35.0497,-58.4278,Sun
2024,November,27,spring,23:00,11.9,108,55.27,41,1,25,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,00:00,11.7,109,55.28,41,1,20,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,01:00,11.3,110,55.28,40,1,15,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,02:00,10.8,111,55.29,40,1,10,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,03:00,10.3,112,55.29,40,1,5,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,04:00,9.8,113,55.30,40,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,05:00,9.3,114,55.30,41,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,06:00,10.1,112,55.31,43,2,10,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,07:00,11.5,109,55.32,48,3,25,Low,Medium,-35.0497,-58.4278,Sun
2024,November,28,spring,08:00,13.8,105,55.33,55,5,50,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,28,spring,09:00,16.1,100,55.35,62,7,80,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,28,spring,10:00,17.8,95,55.37,68,8,110,Medium,High,-35.0497,-58.4278,Sun
2024,November,28,spring,11:00,19.4,91,55.39,72,9,135,High,High,-35.0497,-58.4278,Sun
2024,November,28,spring,12:00,20.3,89,55.41,75,9,150,High,High,-35.0497,-58.4278,Sun
2024,November,28,spring,13:00,20.8,87,55.43,74,9,160,High,High,-35.0497,-58.4278,Sun
2024,November,28,spring,14:00,20.5,88,55.45,73,9,155,High,High,-35.0497,-58.4278,Sun
2024,November,28,spring,15:00,19.8,90,55.46,70,8,140,High,Medium,-35.0497,-58.4278,Sun
2024,November,28,spring,16:00,18.3,93,55.47,65,7,115,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,28,spring,17:00,16.5,97,55.48,58,6,90,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,28,spring,18:00,14.8,101,55.49,52,4,60,Medium,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,19:00,13.3,104,55.50,48,3,40,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,20:00,12.5,106,55.51,45,2,30,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,21:00,12.1,107,55.51,43,1,25,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,22:00,11.9,108,55.52,42,1,20,Low,Low,-35.0497,-58.4278,Sun
2024,November,28,spring,23:00,11.8,109,55.52,41,1,15,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,00:00,11.6,110,55.53,41,1,10,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,01:00,11.2,111,55.53,40,1,5,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,02:00,10.7,112,55.54,40,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,03:00,10.2,113,55.54,40,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,04:00,9.7,114,55.55,40,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,05:00,9.2,115,55.55,41,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,06:00,10.0,113,55.56,43,2,10,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,07:00,11.4,110,55.57,48,3,25,Low,Medium,-35.0497,-58.4278,Sun
2024,November,29,spring,08:00,13.7,106,55.58,55,5,50,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,29,spring,09:00,16.0,101,55.60,62,7,80,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,29,spring,10:00,17.7,96,55.62,68,8,110,Medium,High,-35.0497,-58.4278,Sun
2024,November,29,spring,11:00,19.3,92,55.64,72,9,135,High,High,-35.0497,-58.4278,Sun
2024,November,29,spring,12:00,20.2,90,55.66,75,9,150,High,High,-35.0497,-58.4278,Sun
2024,November,29,spring,13:00,20.7,88,55.68,74,9,160,High,High,-35.0497,-58.4278,Sun
2024,November,29,spring,14:00,20.4,89,55.70,73,9,155,High,High,-35.0497,-58.4278,Sun
2024,November,29,spring,15:00,19.7,91,55.71,70,8,140,High,Medium,-35.0497,-58.4278,Sun
2024,November,29,spring,16:00,18.2,94,55.72,65,7,115,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,29,spring,17:00,16.4,98,55.73,58,6,90,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,29,spring,18:00,14.7,102,55.74,52,4,60,Medium,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,19:00,13.2,105,55.75,48,3,40,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,20:00,12.4,107,55.76,45,2,30,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,21:00,12.0,108,55.76,43,1,25,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,22:00,11.8,109,55.77,42,1,20,Low,Low,-35.0497,-58.4278,Sun
2024,November,29,spring,23:00,11.7,110,55.77,41,1,15,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,00:00,11.5,111,55.78,41,1,10,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,01:00,11.1,112,55.78,40,1,5,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,02:00,10.6,113,55.79,40,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,03:00,10.1,114,55.79,40,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,04:00,9.6,115,55.80,40,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,05:00,9.1,116,55.80,41,1,0,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,06:00,9.9,114,55.81,43,2,10,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,07:00,11.3,111,55.82,48,3,25,Low,Medium,-35.0497,-58.4278,Sun
2024,November,30,spring,08:00,13.6,107,55.83,55,5,50,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,30,spring,09:00,15.9,102,55.85,62,7,80,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,30,spring,10:00,17.6,97,55.87,68,8,110,Medium,High,-35.0497,-58.4278,Sun
2024,November,30,spring,11:00,19.2,93,55.89,72,9,135,High,High,-35.0497,-58.4278,Sun
2024,November,30,spring,12:00,20.1,91,55.91,75,9,150,High,High,-35.0497,-58.4278,Sun
2024,November,30,spring,13:00,20.6,89,55.93,74,9,160,High,High,-35.0497,-58.4278,Sun
2024,November,30,spring,14:00,20.3,90,55.95,73,9,155,High,High,-35.0497,-58.4278,Sun
2024,November,30,spring,15:00,19.6,92,55.96,70,8,140,High,Medium,-35.0497,-58.4278,Sun
2024,November,30,spring,16:00,18.1,95,55.97,65,7,115,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,30,spring,17:00,16.3,99,55.98,58,6,90,Medium,Medium,-35.0497,-58.4278,Sun
2024,November,30,spring,18:00,14.6,103,55.99,52,4,60,Medium,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,19:00,13.1,106,56.00,48,3,40,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,20:00,12.3,108,56.01,45,2,30,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,21:00,11.9,109,56.01,43,1,25,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,22:00,11.7,110,56.02,42,1,20,Low,Low,-35.0497,-58.4278,Sun
2024,November,30,spring,23:00,11.6,111,56.02,41,1,15,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,00:00,22.5,79,48.50,41,1,430,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,01:00,22.0,80,48.50,40,0,425,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,02:00,21.5,81,48.50,39,0,420,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,03:00,21.0,82,48.50,39,0,415,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,04:00,21.3,81,48.50,40,1,420,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,05:00,21.8,80,48.50,41,1,425,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,06:00,23.0,78,48.50,44,3,435,Low,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,07:00,24.5,76,48.60,47,4,445,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,08:00,26.0,74,48.60,51,5,460,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,09:00,27.5,71,48.70,54,6,475,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,10:00,29.0,69,48.70,57,7,490,Medium,High,-35.0497,-58.4278,Sun
2024,December,01,summer,11:00,30.0,68,48.80,59,8,505,High,High,-35.0497,-58.4278,Sun
2024,December,01,summer,12:00,31.0,66,48.80,61,8,515,High,High,-35.0497,-58.4278,Sun
2024,December,01,summer,13:00,31.5,65,48.90,62,9,525,High,High,-35.0497,-58.4278,Sun
2024,December,01,summer,14:00,31.0,66,48.90,61,8,520,High,High,-35.0497,-58.4278,Sun
2024,December,01,summer,15:00,30.5,67,48.90,60,8,515,High,High,-35.0497,-58.4278,Sun
2024,December,01,summer,16:00,29.5,69,48.90,58,7,500,Medium,High,-35.0497,-58.4278,Sun
2024,December,01,summer,17:00,28.5,71,48.90,56,6,485,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,18:00,27.0,73,48.80,53,5,470,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,19:00,26.0,75,48.80,50,4,455,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,20:00,25.0,76,48.70,47,3,445,Low,Medium,-35.0497,-58.4278,Sun
2024,December,01,summer,21:00,24.0,77,48.70,45,2,440,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,22:00,23.5,78,48.60,43,2,435,Low,Low,-35.0497,-58.4278,Sun
2024,December,01,summer,23:00,23.0,79,48.60,42,1,430,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,00:00,22.8,80,49.00,41,1,431,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,01:00,22.3,81,49.00,40,0,426,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,02:00,21.8,82,49.00,39,0,421,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,03:00,21.3,83,49.00,39,0,416,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,04:00,21.6,82,49.00,40,1,421,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,05:00,22.1,81,49.00,41,1,426,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,06:00,23.3,79,49.00,44,3,436,Low,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,07:00,24.8,77,49.10,47,4,446,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,08:00,26.3,75,49.10,51,5,461,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,09:00,27.8,72,49.20,54,6,476,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,10:00,29.3,70,49.20,57,7,491,Medium,High,-35.0497,-58.4278,Sun
2024,December,02,summer,11:00,30.3,69,49.30,59,8,506,High,High,-35.0497,-58.4278,Sun
2024,December,02,summer,12:00,31.3,67,49.30,61,8,516,High,High,-35.0497,-58.4278,Sun
2024,December,02,summer,13:00,31.8,66,49.40,62,9,526,High,High,-35.0497,-58.4278,Sun
2024,December,02,summer,14:00,31.3,67,49.40,61,8,521,High,High,-35.0497,-58.4278,Sun
2024,December,02,summer,15:00,30.8,68,49.40,60,8,516,High,High,-35.0497,-58.4278,Sun
2024,December,02,summer,16:00,29.8,70,49.40,58,7,501,Medium,High,-35.0497,-58.4278,Sun
2024,December,02,summer,17:00,28.8,72,49.40,56,6,486,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,18:00,27.3,74,49.30,53,5,471,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,19:00,26.3,76,49.30,50,4,456,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,20:00,25.3,77,49.20,47,3,446,Low,Medium,-35.0497,-58.4278,Sun
2024,December,02,summer,21:00,24.3,78,49.20,45,2,441,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,22:00,23.8,79,49.10,43,2,436,Low,Low,-35.0497,-58.4278,Sun
2024,December,02,summer,23:00,23.3,80,49.10,42,1,431,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,00:00,23.1,81,49.50,41,1,432,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,01:00,22.6,82,49.50,40,0,427,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,02:00,22.1,83,49.50,39,0,422,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,03:00,21.6,84,49.50,39,0,417,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,04:00,21.9,83,49.50,40,1,422,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,05:00,22.4,82,49.50,41,1,427,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,06:00,23.6,80,49.50,44,3,437,Low,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,07:00,25.1,78,49.60,47,4,447,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,08:00,26.6,76,49.60,51,5,462,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,09:00,28.1,73,49.70,54,6,477,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,10:00,29.6,71,49.70,57,7,492,Medium,High,-35.0497,-58.4278,Sun
2024,December,03,summer,11:00,30.6,70,49.80,59,8,507,High,High,-35.0497,-58.4278,Sun
2024,December,03,summer,12:00,31.6,68,49.80,61,8,517,High,High,-35.0497,-58.4278,Sun
2024,December,03,summer,13:00,32.1,67,49.90,62,9,527,High,High,-35.0497,-58.4278,Sun
2024,December,03,summer,14:00,31.6,68,49.90,61,8,522,High,High,-35.0497,-58.4278,Sun
2024,December,03,summer,15:00,31.1,69,49.90,60,8,517,High,High,-35.0497,-58.4278,Sun
2024,December,03,summer,16:00,30.1,71,49.90,58,7,502,Medium,High,-35.0497,-58.4278,Sun
2024,December,03,summer,17:00,29.1,73,49.90,56,6,487,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,18:00,27.6,75,49.80,53,5,472,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,19:00,26.6,77,49.80,50,4,457,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,20:00,25.6,78,49.70,47,3,447,Low,Medium,-35.0497,-58.4278,Sun
2024,December,03,summer,21:00,24.6,79,49.70,45,2,442,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,22:00,24.1,80,49.60,43,2,437,Low,Low,-35.0497,-58.4278,Sun
2024,December,03,summer,23:00,23.6,81,49.60,42,1,432,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,00:00,23.4,82,50.00,41,1,433,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,01:00,22.9,83,50.00,40,0,428,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,02:00,22.4,84,50.00,39,0,423,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,03:00,21.9,85,50.00,39,0,418,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,04:00,22.2,84,50.00,40,1,423,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,05:00,22.7,83,50.00,41,1,428,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,06:00,23.9,81,50.00,44,3,438,Low,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,07:00,25.4,79,50.10,47,4,448,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,08:00,26.9,77,50.10,51,5,463,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,09:00,28.4,74,50.20,54,6,478,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,10:00,29.9,72,50.20,57,7,493,Medium,High,-35.0497,-58.4278,Sun
2024,December,04,summer,11:00,30.9,71,50.30,59,8,508,High,High,-35.0497,-58.4278,Sun
2024,December,04,summer,12:00,31.9,69,50.30,61,8,518,High,High,-35.0497,-58.4278,Sun
2024,December,04,summer,13:00,32.4,68,50.40,62,9,528,High,High,-35.0497,-58.4278,Sun
2024,December,04,summer,14:00,31.9,69,50.40,61,8,523,High,High,-35.0497,-58.4278,Sun
2024,December,04,summer,15:00,31.4,70,50.40,60,8,518,High,High,-35.0497,-58.4278,Sun
2024,December,04,summer,16:00,30.4,72,50.40,58,7,503,Medium,High,-35.0497,-58.4278,Sun
2024,December,04,summer,17:00,29.4,74,50.40,56,6,488,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,18:00,27.9,76,50.30,53,5,473,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,19:00,26.9,78,50.30,50,4,458,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,20:00,25.9,79,50.20,47,3,448,Low,Medium,-35.0497,-58.4278,Sun
2024,December,04,summer,21:00,24.9,80,50.20,45,2,443,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,22:00,24.4,81,50.10,43,2,438,Low,Low,-35.0497,-58.4278,Sun
2024,December,04,summer,23:00,23.9,82,50.10,42,1,433,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,00:00,23.7,83,50.50,41,1,434,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,01:00,23.2,84,50.50,40,0,429,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,02:00,22.7,85,50.50,39,0,424,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,03:00,22.2,86,50.50,39,0,419,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,04:00,22.5,85,50.50,40,1,424,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,05:00,23.0,84,50.50,41,1,429,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,06:00,24.2,82,50.50,44,3,439,Low,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,07:00,25.7,80,50.60,47,4,449,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,08:00,27.2,78,50.60,51,5,464,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,09:00,28.7,75,50.70,54,6,479,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,10:00,30.2,73,50.70,57,7,494,Medium,High,-35.0497,-58.4278,Sun
2024,December,05,summer,11:00,31.2,72,50.80,59,8,509,High,High,-35.0497,-58.4278,Sun
2024,December,05,summer,12:00,32.2,70,50.80,61,8,519,High,High,-35.0497,-58.4278,Sun
2024,December,05,summer,13:00,32.7,69,50.90,62,9,529,High,High,-35.0497,-58.4278,Sun
2024,December,05,summer,14:00,32.2,70,50.90,61,8,524,High,High,-35.0497,-58.4278,Sun
2024,December,05,summer,15:00,31.7,71,50.90,60,8,519,High,High,-35.0497,-58.4278,Sun
2024,December,05,summer,16:00,30.7,73,50.90,58,7,504,Medium,High,-35.0497,-58.4278,Sun
2024,December,05,summer,17:00,29.7,75,50.90,56,6,489,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,18:00,28.2,77,50.80,53,5,474,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,19:00,27.2,79,50.80,50,4,459,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,20:00,26.2,80,50.70,47,3,449,Low,Medium,-35.0497,-58.4278,Sun
2024,December,05,summer,21:00,25.2,81,50.70,45,2,444,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,22:00,24.7,82,50.60,43,2,439,Low,Low,-35.0497,-58.4278,Sun
2024,December,05,summer,23:00,24.2,83,50.60,42,1,434,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,00:00,24.0,84,51.00,41,1,435,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,01:00,23.5,85,51.00,40,0,430,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,02:00,23.0,86,51.00,39,0,425,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,03:00,22.5,87,51.00,39,0,420,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,04:00,22.8,86,51.00,40,1,425,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,05:00,23.3,85,51.00,41,1,430,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,06:00,24.5,83,51.00,44,3,440,Low,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,07:00,26.0,81,51.10,47,4,450,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,08:00,27.5,79,51.10,51,5,465,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,09:00,29.0,76,51.20,54,6,480,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,10:00,30.5,74,51.20,57,7,495,Medium,High,-35.0497,-58.4278,Sun
2024,December,06,summer,11:00,31.5,73,51.30,59,8,510,High,High,-35.0497,-58.4278,Sun
2024,December,06,summer,12:00,32.5,71,51.30,61,8,520,High,High,-35.0497,-58.4278,Sun
2024,December,06,summer,13:00,33.0,70,51.40,62,9,530,High,High,-35.0497,-58.4278,Sun
2024,December,06,summer,14:00,32.5,71,51.40,61,8,525,High,High,-35.0497,-58.4278,Sun
2024,December,06,summer,15:00,32.0,72,51.40,60,8,520,High,High,-35.0497,-58.4278,Sun
2024,December,06,summer,16:00,31.0,74,51.40,58,7,505,Medium,High,-35.0497,-58.4278,Sun
2024,December,06,summer,17:00,30.0,76,51.40,56,6,490,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,18:00,28.5,78,51.30,53,5,475,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,19:00,27.5,80,51.30,50,4,460,Medium,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,20:00,26.5,81,51.20,47,3,450,Low,Medium,-35.0497,-58.4278,Sun
2024,December,06,summer,21:00,25.5,82,51.20,45,2,445,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,22:00,25.0,83,51.10,43,2,440,Low,Low,-35.0497,-58.4278,Sun
2024,December,06,summer,23:00,24.5,84,51.10,42,1,435,Low,Low,-35.0497,-58.4278,Sun
2024,December,07,summer,00:00,24.3,85,51.50,41,1,436,Low,Low,-35.0497,-58.4278,Sun
2024,December,07,summer,01:00,23.8,86,51.50,40,0,431,Low,Low,-35.0497,-58.4278,Sun
